,Unnamed: 0,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids,federal_agency
2125,8,public,24 hours daily,,,2023-05-01,,ELEC,Public,163421.0,2020-06-17,,E,,PMB PASADENA PASADENA #1,888-758-4389,2023-05-01T00:28:58Z,,GPS,34.134934,-118.151118,Pasadena,,,CA,625 S Fair Oaks Ave,91105.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5354571'], 'posts': ['8937551', '8937561']}",
2126,9,public,24 hours daily,,,2023-05-01,,ELEC,Public,178941.0,2021-01-27,,E,,EAST PARKING 6TH FLOOR 1,888-758-4389,2023-05-01T00:09:53Z,,GPS,34.133609,-118.151041,Pasadena,,,CA,734 Fairmount Ave S,91105.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL137015'], 'posts': ['12375191', '12375201']}",
2127,10,public,24 hours daily,,,2023-05-01,,ELEC,Public,178943.0,2021-01-27,,E,,EAST PARKING 6TH FLOOR 3,888-758-4389,2023-05-01T00:08:50Z,,GPS,34.133651,-118.151038,Pasadena,,,CA,734 Fairmount Ave S,91105.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL123615'], 'posts': ['160745', '160747']}",
2128,11,public,24 hours daily,,,2023-05-01,,ELEC,Public,178944.0,2021-01-27,,E,,EAST PARKING 6TH FLOOR 2,888-758-4389,2023-05-01T00:08:44Z,,GPS,34.13356,-118.151041,Pasadena,,,CA,734 Fairmount Ave S,91105.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL122925'], 'posts': ['839811', '839821']}",
2129,12,public,24 hours daily,,,2023-05-01,,ELEC,Public,180593.0,2021-01-27,,E,,PMB PASADENA PASADENA #3,888-758-4389,2023-05-01T00:28:58Z,,GPS,34.135091,-118.1511,Pasadena,,,CA,625 S Fair Oaks Ave,91105.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5354731'], 'posts': ['8937791', '8937801']}",
2130,13,public,24 hours daily,,,2023-05-01,,ELEC,Public,180594.0,2021-01-27,,E,,PMB PASADENA PASADENA #2,888-758-4389,2023-05-01T00:28:58Z,,GPS,34.135018,-118.15111,Pasadena,,,CA,625 S Fair Oaks Ave,91105.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5354741'], 'posts': ['8937811', '8937821']}",
2131,14,public,24 hours daily,,,2023-05-01,,ELEC,Public,180595.0,2021-01-27,,E,,PMB PASADENA PASADENA #4,888-758-4389,2023-05-01T00:28:58Z,,GPS,34.135116,-118.151145,Pasadena,,,CA,625 S Fair Oaks Ave,91105.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5354721'], 'posts': ['8937771', '8937781']}",
2132,15,public,24 hours daily; for Tesla use only,,A D Debit M V,2022-10-03,,ELEC,Public,200860.0,2021-10-21,P,E,False,"Pasadena, CA - E. Glenarm St. - Tesla Supercharger",877-798-3752,2022-12-01T17:40:26Z,PARKING_LOT,GPS,34.1273,-118.14781,Pasadena,,,CA,85 East State Street,91105.0,US,,,,,,,,,,,,['TESLA'],20.0,,,Tesla,https://www.tesla.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['14447']},
2133,16,public,24 hours daily,,,2023-05-01,,ELEC,Public,217169.0,2022-05-08,,E,,EAST PARKING 1ST FLOOR,888-758-4389,2023-05-01T00:09:01Z,,GPS,34.133622,-118.150979,Pasadena,,,CA,734 Fairmount Ave S,91105.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL125251'], 'posts': ['21997611', '21997621']}",
2134,17,public,24 hours daily,,,2023-05-01,,ELEC,Public,217170.0,2022-05-08,,E,,EAST PARKING DOCTORS 1,888-758-4389,2023-05-01T00:09:53Z,,GPS,34.133645,-118.151583,Pasadena,,,CA,734 Fairmount Ave S,91105.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL137021'], 'posts': ['22853351', '22853361']}",
2135,18,public,,,,2023-04-30,,ELEC,Public,222973.0,2022-07-08,,E,,Westgate,888-998-2546,2023-04-30T23:59:27Z,,GPS,34.141241,-118.15252,Pasadena,Inside of the garage left side in the ||corner. Infront of the elevators.||,,CA,231 South De Lacey Avenue,91105.0,US,,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000741850'], 'posts': ['465ba1dd-d734-8158-93cc-330000753509']}",
2136,19,public,,,,2023-04-30,,ELEC,Public,222974.0,2022-07-08,,E,,Westgate,888-998-2546,2023-04-30T23:59:27Z,,GPS,34.142266,-118.152862,Pasadena,Inside of the garage left side in the ||corner. Infront of the elevators.||,,CA,231 South De Lacey Avenue,91105.0,US,,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000741844'], 'posts': ['465ba1dd-d734-8158-93cc-330000727537']}",
2137,20,public,24 hours daily,,,2023-05-01,,ELEC,Public,224412.0,2022-07-26,,E,,Del Mar Garage EV,855-900-7584,2023-05-01T00:51:49Z,,GPS,34.142037,-118.148428,Pasadena,,,CA,202 S Raymond Ave,91105.0,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",2.0,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['3424'], 'posts': ['153788', '153789']}",
2138,21,public,Mon 11:00pm - 11:00pm; Tue 11:00pm - 11:00pm; Wed 11:00pm - 11:00pm; Thu 11:00pm - 11:00pm; Fri 11:00pm - 11:00pm; Sat 11:00pm - 11:00pm; Sun 11:00pm - 11:00pm,,,2023-05-01,,ELEC,Public,253664.0,2023-02-08,,E,,Whole Foods Market Arroyo 1st Floor,888-264-2208,2023-05-01T01:46:11Z,,GPS,34.1377186,-118.14779745,Pasadena,,,CA,465 South Arroyo Parkway,91105.0,US,,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['e03ca235-a6ea-4f47-af8c-1a644d1a6b75'], 'posts': ['150681e7-f77a-4db0-a11d-eef341eb1929', '7196e46b-6037-4ea7-ad50-9773fde6abf1']}",
2139,0,public,,,,2023-04-30,,ELEC,Public,148812.0,2012-02-13,,E,,Centerpointe La Palma,800-663-5633,2023-04-30T23:58:04Z,,GPS,33.860115,-118.029538,La Palma,,,CA,"8 Centerpointe Drive, Ext. Parking Structure",90623.0,US,,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['500'], 'posts': ['1304', '941']}",
2140,1,public,24 hours daily,,,2023-05-01,,ELEC,Public,159148.0,2020-06-12,,E,,GRE CNTRPOINTE CENTERPOINTE,888-758-4389,2023-05-01T00:20:30Z,,GPS,33.860046,-118.02921,La Palma,,,CA,6 Centerpointe Dr,90623.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL791001'], 'posts': ['21584131', '21584141']}",
2141,2,public,24 hours daily,,,2023-05-01,2022-12-03,ELEC,TEMPORARILY UNAVAILABLE (Public),160789.0,2020-06-12,,T,,EVSP WALGREENS STORE 10630,888-758-4389,2023-05-01T00:07:55Z,,GPS,33.846725,-118.029336,La Palma,,,CA,5961 La Palma Ave,90623.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL118191'], 'posts': ['21574051']}",
2142,0,public,24 hours daily,,,2023-05-01,,ELEC,Public,166845.0,2020-09-15,,E,,LONG BEACH ADMIRAL KIDD 02,888-758-4389,2023-05-01T00:30:32Z,,GPS,33.795486,-118.215688,Long Beach,,,CA,2125 Santa Fe Ave,90810.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5443321'], 'posts': ['9050121', '9050131']}",
2143,1,public,24 hours daily,,,2023-05-01,,ELEC,Public,181243.0,2021-01-27,,E,,LONG BEACH ADMIRAL KIDD 01,888-758-4389,2023-05-01T00:30:32Z,,GPS,33.795525,-118.215683,Long Beach,,,CA,2125 Santa Fe Ave,90810.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5443311'], 'posts': ['9050111']}",
2144,2,private,24 hours daily,,,2022-01-10,,ELEC,Private,202982.0,2021-10-25,P,E,,Los Angeles Metro - Division 11,,2022-02-10T19:42:29Z,PARKING_LOT,200-8,33.839392,-118.207656,Long Beach,,,CA,4350 E 208th St,90810.0,US,,,,,,,,,,,,['J1772'],,,1.0,EVGATEWAY,http://evgateway.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,,
2145,3,public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2022-06-14,,ELEC,Public - Credit card at all times,220161.0,2022-05-20,P,E,True,WIN Chevrolet,877-476-6172,2023-02-14T15:54:11Z,CAR_DEALER,GPS,33.8245902429261,-118.235555501138,Carson,,,CA,2201 E 223rd St,90810.0,US,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,
2146,4,public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2022-06-14,,ELEC,Public - Credit card at all times,220162.0,2022-05-20,P,E,True,WIN Hyundai Carson,310-971-2114,2023-02-14T15:54:11Z,CAR_DEALER,GPS,33.8252225271161,-118.233990211045,Carson,,,CA,2205 E 223rd St,90810.0,US,,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,
2147,0,public,,,,2023-04-30,,ELEC,Public,223447.0,2022-07-13,,E,,Centres Oceanside LLC,888-998-2546,2023-04-30T23:59:58Z,,GPS,33.783351,-118.143129,Long Beach,Chargers are on the back of the ||Building. South-East Side of the ||Property.||,,CA,4223 E Anaheim St,90804.0,US,,,,,,,,,,,,['J1772'],,,4.0,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000544361'], 'posts': ['465ba1dd-d734-8158-93cc-330000708649', '465ba1dd-d734-8158-93cc-330000714077', '465ba1dd-d734-8158-93cc-330000714116', '465ba1dd-d734-8158-93cc-330000714147']}",
2148,0,private,,,,2023-01-10,,ELEC,Private,49981.0,2012-10-19,LG,E,,Long Beach Fleet Services,,2023-02-14T15:54:11Z,FLEET_GARAGE,200-8,33.806192,-118.158913,Long Beach,,,CA,2600 Temple Ave,90806.0,US,,,,,,,,,,,,['J1772'],,,35.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,,
2149,1,public,24 hours daily; pay lot,,,2022-01-10,,ELEC,Public,63170.0,2014-02-01,P,E,False,Los Angeles Metro - Willow Street Station,213-922-4638,2022-02-10T19:42:29Z,PARKING_GARAGE,200-8,33.806509,-118.189823,Long Beach,Located on the 1st level of the parking structure near the west entrance,,CA,2750 W American Ave,90806.0,US,,,,,,,,,,,,['J1772'],,,4.0,EVGATEWAY,http://evgateway.com/,,$1 per hour; Maximum payment of $3,,,,,,,,,,,,,,,,,,,,,,Public,,,
2150,2,public,24 hours daily,,,2023-05-01,,ELEC,Public,158527.0,2020-06-05,,E,,OIL & GAS OIL & GAS 01,888-758-4389,2023-05-01T00:28:47Z,,GPS,33.810633,-118.161879,Long Beach,,,CA,2900 Junipero Ave,90806.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5347101'], 'posts': ['8927491', '8927501']}",
2151,3,private,24 hours daily,,A D M V,2020-10-09,,ELEC,Private,166355.0,2020-04-13,LG,E,,Long Beach City College,,2021-03-11T23:22:17Z,COLLEGE_CAMPUS,200-9,33.790954,-118.174779,Long Beach,,,CA,1305 E Pacific Coast Hwy,90806.0,US,,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",2.0,,1.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,,
2152,4,public,24 hours daily,,,2023-05-01,,ELEC,Public,175799.0,2021-01-27,,E,,OIL & GAS OIL & GAS 02,888-758-4389,2023-05-01T00:28:47Z,,GPS,33.810623,-118.161899,Long Beach,,,CA,2900 Junipero Ave,90806.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5347091'], 'posts': ['8927471', '8927481']}",
2153,5,public,24 hours daily,,,2023-05-01,,ELEC,Public,206323.0,2022-02-12,,E,,LONG BEACH AIRPORT B-1,888-758-4389,2023-05-01T00:39:55Z,,GPS,33.818161,-118.142554,Long Beach,,,CA,4339 Donald Douglas Dr,90806.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12465151'], 'posts': ['21595961']}",
2154,6,public,24 hours daily,,,2023-05-01,,ELEC,Public,206324.0,2022-02-12,,E,,LONG BEACH AIRPORT B-2,888-758-4389,2023-05-01T00:39:55Z,,GPS,33.818154,-118.14251,Long Beach,,,CA,4339 Donald Douglas Dr,90806.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12465181'], 'posts': ['21596001']}",
2155,7,public,24 hours daily,,,2023-05-01,2022-09-09,ELEC,TEMPORARILY UNAVAILABLE (Public),213009.0,2022-03-29,,T,,PEDIATRIC VLG EV 17 & 18,888-758-4389,2023-05-01T00:32:27Z,,GPS,33.80646,-118.186117,Long Beach,,,CA,2701 Atlantic Ave,90806.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL5564471'], 'posts': ['9204091', '9204101']}",
2156,8,public,24 hours daily,,,2023-05-01,,ELEC,Public,213010.0,2022-03-29,,E,,PEDIATRIC VLG EV 1 & 2,888-758-4389,2023-05-01T00:32:27Z,,GPS,33.80631,-118.186212,Long Beach,,,CA,2701 Atlantic Ave,90806.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5564721'], 'posts': ['9204511', '9204521']}",
2157,9,public,24 hours daily,,,2023-05-01,,ELEC,Public,219892.0,2022-05-27,,E,,AIRPORT WAY 3880 KAW 01,888-758-4389,2023-05-01T00:05:44Z,,GPS,33.808939,-118.145619,Long Beach,,,CA,3880 Kilroy Airport Way,90806.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL100049'], 'posts': ['116429']}",
2158,10,public,24 hours daily,,,2023-05-01,,ELEC,Public,227177.0,2022-09-06,,E,,LONG BEACH BMW CHARGER #3,888-758-4389,2023-05-01T00:43:15Z,,GPS,33.810444,-118.170815,Long Beach,,,CA,1660 E Spring St,90806.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13013651'], 'posts': ['22313651']}",
2159,11,public,24 hours daily,,,2023-05-01,,ELEC,Public,227178.0,2022-09-06,,E,,LONG BEACH BMW CHARGER #2,888-758-4389,2023-05-01T00:43:15Z,,GPS,33.810458,-118.17085,Long Beach,,,CA,1660 E Spring St,90806.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13013661'], 'posts': ['22313661']}",
2160,12,public,24 hours daily,,,2023-05-01,,ELEC,Public,227179.0,2022-09-06,,E,,LONG BEACH BMW CHARGER #1,888-758-4389,2023-05-01T00:43:15Z,,GPS,33.810724,-118.170942,Long Beach,,,CA,1660 E Spring St,90806.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13013681'], 'posts': ['22313681']}",
2161,0,public,,,,2022-10-06,,ELEC,Public,250982.0,2022-07-06,P,E,,Grand Pine Cabins - Tesla Destination,7602499974  877-798-3752,2023-01-18T15:15:20Z,,GPS,34.36011,-117.63485,Wrightwood,,,CA,6045  Pine st,92397.0,US,,,,,,,,,,,,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['1182802']},
2162,0,public,24 hours daily; pay lot,,,2022-01-10,,ELEC,Public,63168.0,2016-02-01,P,E,False,Los Angeles Metro - Sierra Madre Villa Station,213-922-4638,2022-02-10T19:42:29Z,PARKING_LOT,200-8,34.14883,-118.079622,Pasadena,Located on the 1st level of the parking structure. Enter from the Sierra Madre Villa Ave entrance,,CA,149 N Halstead St,91107.0,US,,,,,,,,,,,,['J1772'],,,4.0,EVGATEWAY,http://evgateway.com/,,$1 per hour; Maximum payment of $3,,,,,,,,,,,,,,,,,,,,,,Public,,,
2163,1,public,Mon 7:00am - 9:00pm; Tue 7:00am - 9:00pm; Wed 7:00am - 9:00pm; Thu 7:00am - 9:00pm; Fri 7:00am - 9:00pm; Sat 7:00am - 9:00pm; Sun 7:00am - 9:00pm,,,2023-05-01,,ELEC,Public,151850.0,2019-11-01,,E,False,"Walgreens 2376 E Colorado Blvd., Pasadena",888-264-2208,2023-05-01T01:46:14Z,,GPS,34.145409,-118.1012125,Pasadena,,,CA,2376 E Colorado Blvd,91107.0,US,,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['e8df2836-1f3c-49a5-88ff-4b43a5cf44fe'], 'posts': ['589f2c22-4f38-4592-933e-cefeed6f5816', '9361da38-d7ab-4791-a929-9119731c08a8']}",
2164,2,public,24 hours daily,,,2023-05-01,,ELEC,Public,159507.0,2020-06-12,,E,,PASADENA HONDA CT4K,888-758-4389,2023-05-01T00:16:34Z,,GPS,34.150086,-118.110501,Pasadena,,,CA,1965 E Foothill Blvd,91107.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL450041'], 'posts': ['9235301', '9235311']}",
2165,3,public,24 hours daily,,,2023-01-10,,ELEC,Public,169325.0,2020-11-09,P,E,False,Ace Hardware - Pasadena,626-789-2005,2023-02-14T15:54:11Z,HARDWARE_STORE,GPS,34.147213,-118.100741,Pasadena,,,CA,60 N Sierra Madre Blvd,91107.0,US,,,,,,,,,,,,['TESLA'],,,1.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,
2166,4,public,,,,2023-04-30,,ELEC,Public,200967.0,2019-06-05,,E,,"Sapphos Environmental, Inc.",800-663-5633,2023-04-30T23:58:38Z,,GPS,34.153694,-118.079209,Pasadena,,,CA,430 North Halstead Street,91107.0,US,,,,,,,,,,,,['J1772'],,,2.0,SemaCharge Network,https://semaconnect.com/,,FREE,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['5656'], 'posts': ['9575', '9576']}",
2167,5,public,24 hours daily,,,2023-05-01,2023-03-14,ELEC,TEMPORARILY UNAVAILABLE (Public),205579.0,2022-01-29,,T,,PASADENA HONDA MOTHER,888-758-4389,2023-05-01T00:17:56Z,,GPS,34.15003,-118.110579,Pasadena,,,CA,1965 e foothill blvd,91107.0,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL595851'], 'posts': ['808311']}",
2168,6,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-05-01,2023-02-08,ELEC,TEMPORARILY UNAVAILABLE (Public),222375.0,2022-06-30,,T,False,Amazon Fresh at CA-EPasadena-Colorado DCFC,888-264-2208,2023-05-01T01:44:32Z,,GPS,34.146666,-118.080801,Pasadena,,,CA,3425 E Colorado Blvd,91107.0,US,,,,,,,,,,,,['J1772COMBO'],1.0,,,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['33c57834-241b-4e5b-938e-4a8d23f61e21'], 'posts': ['ae7ef8d2-fe57-48ef-86ce-1cf7753ed720']}",
2169,7,public,24 hours daily,,,2023-05-01,,ELEC,Public,233135.0,2022-10-08,,E,,KCB PASADENA LFT SINGLE,888-758-4389,2023-05-01T00:43:23Z,,GPS,34.146993,-118.080439,Pasadena,,,CA,3405 E Colorado Blvd,91107.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13028491'], 'posts': ['22330901']}",
2170,8,public,24 hours daily,,,2023-05-01,,ELEC,Public,233136.0,2022-10-08,,E,,KCB PASADENA RT DUAL,888-758-4389,2023-05-01T00:43:23Z,,GPS,34.147002,-118.080332,Pasadena,,,CA,3405 E Colorado Blvd,91107.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL13029001'], 'posts': ['22331511', '22331521']}",
2171,9,public,24 hours daily,,A D Debit M V,2023-02-13,,ELEC,Public,241152.0,2023-01-04,P,E,False,Hastings Village Shopping Mall - Tesla Supercharger,877-798-3752,2023-02-14T15:54:11Z,SHOPPING_CENTER,GPS,34.1536821939988,-118.081709517515,Pasadena,,,CA,3363 Electronic Dr,91107.0,US,,,,,,,,,,,,['TESLA'],20.0,,,Tesla,https://www.tesla.com/supercharger,,,,,,,,,,,,,,,,,,,,,,,,Public,,,
2172,10,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-05-01,,ELEC,Public,253565.0,2023-02-08,,E,,Amazon Fresh at CA-EPasadena-Colorado,888-264-2208,2023-05-01T01:45:16Z,,GPS,34.146665,-118.080787,Pasadena,,,CA,3425 E Colorado Blvd,91107.0,US,,,,,,,,,,,,['J1772'],,,1.0,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['75704fac-9f13-4408-8b55-29fcc7ff5ad3'], 'posts': ['0106092c-8542-483f-987c-dd7016fb406e']}",
2173,11,public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-04-06,,ELEC,Public - Credit card at all times,257670.0,2023-03-30,P,E,False,Holiday Inn Express & Suites Pasadena - Tesla Supercharger,877-798-3752,2023-04-06T17:17:01Z,PARKING_LOT,GPS,34.1457738697474,-118.078367749517,Pasadena,,,CA,3500 E Colorado Blvd,91107.0,US,,,,,,,,,,,,['TESLA'],16.0,,,Tesla,https://www.tesla.com/supercharger,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,
2174,0,public,24 hours daily; pay lot,,,2022-01-10,,ELEC,Public,50424.0,2014-12-31,P,E,False,Los Angeles Metro - Chatsworth Metrolink Station,213-922-4638,2022-02-10T19:42:29Z,PARKING_LOT,200-8,34.253049,-118.598675,Chatsworth,Located on the north side of the parking lot,,CA,10040 Old Depot Plaza Rd,91311.0,US,,,,,,,,,,,,['J1772'],,,3.0,EVGATEWAY,http://evgateway.com/,,$1 per hour; Maximum payment of $3,,,,,,,,,,,,,,,,,,,,,,Public,,,
2175,1,public,24 hours daily,,,2023-05-01,,ELEC,Public,99234.0,2018-06-14,,E,,Chatsworth Library,855-900-7584,2023-05-01T00:52:10Z,,GPS,34.25682,-118.592457,Chatsworth,,,CA,21252 Devonshire St,91311.0,US,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['825'], 'posts': ['182085', '182206A']}",
2176,2,public,24 hours daily,,,2023-05-01,,ELEC,Public,144233.0,2019-08-30,,E,,21032 Devonshire,855-900-7584,2023-05-01T00:52:09Z,,GPS,34.257134,-118.591962,Chatsworth,,,CA,21032 Devonshire St,91311.0,US,,,,,,,,,,,,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['770'], 'posts': ['12591']}",
